Gene ID	Mirbase ID	Site type	Site start	Site end	Threep score	Local AU score	Min dist	UTR length score	ORF length	ORF 8mers	Off6m score	TA	SPS
FNDC3A	hsa-let-7c-5p	7mer-1a	2002	2008	1.5	0.825602815537	2.37031762022	3.35075073118	3.55762748843	0	-0.614181745447	3.393	-6.72
FNDC3A	hsa-let-7c-5p	7mer-m8	465	471	1.5	0.692581696309	2.66651798055	3.23541081256	3.55762748843	0	-1.09114199669	3.393	-9.25
FNDC3A	hsa-let-7c-5p	6mer	686	691	3.0	0.699415047986	2.8222974315	3.23541081256	3.55762748843	0	-1.09114199669	3.393	-6.72
FNDC3A	hsa-let-7d-5p	7mer-1a	2002	2008	1.0	0.825602815537	2.37031762022	3.35075073118	3.55762748843	0	-0.614181745447	3.393	-6.72
FNDC3A	hsa-let-7d-5p	7mer-m8	465	471	2.5	0.692581696309	2.66651798055	3.23541081256	3.55762748843	0	-1.09114199669	3.393	-9.25
FNDC3A	hsa-let-7d-5p	6mer	686	691	3.0	0.699415047986	2.8222974315	3.23541081256	3.55762748843	0	-1.09114199669	3.393	-6.72
FNDC3A	hsa-let-7e-5p	7mer-1a	2002	2008	1.5	0.825602815537	2.37031762022	3.35075073118	3.55762748843	0	-0.614181745447	3.393	-6.72
FNDC3A	hsa-let-7e-5p	7mer-m8	465	471	2.0	0.692581696309	2.66651798055	3.23541081256	3.55762748843	0	-1.09114199669	3.393	-9.25
FNDC3A	hsa-let-7e-5p	6mer	686	691	3.0	0.699415047986	2.8222974315	3.23541081256	3.55762748843	0	-1.09114199669	3.393	-6.72
FNDC3A	hsa-let-7f-5p	7mer-1a	2002	2008	2.5	0.825602815537	2.37031762022	3.35075073118	3.55762748843	0	-0.614181745447	3.393	-6.72
FNDC3A	hsa-let-7f-5p	7mer-m8	465	471	2.0	0.692581696309	2.66651798055	3.23541081256	3.55762748843	0	-1.09114199669	3.393	-9.25
FNDC3A	hsa-let-7f-5p	6mer	686	691	3.0	0.699415047986	2.8222974315	3.23541081256	3.55762748843	0	-1.09114199669	3.393	-6.72
FNDC3A	hsa-let-7g-5p	7mer-1a	2002	2008	2.5	0.825602815537	2.37031762022	3.35075073118	3.55762748843	0	-0.614181745447	3.393	-6.72
FNDC3A	hsa-let-7g-5p	7mer-m8	465	471	1.5	0.692581696309	2.66651798055	3.23541081256	3.55762748843	0	-1.09114199669	3.393	-9.25
FNDC3A	hsa-let-7g-5p	6mer	686	691	3.5	0.699415047986	2.8222974315	3.23541081256	3.55762748843	0	-1.09114199669	3.393	-6.72
FNDC3A	hsa-let-7i-5p	7mer-1a	2002	2008	1.0	0.825602815537	2.37031762022	3.35075073118	3.55762748843	0	-0.614181745447	3.393	-6.72
FNDC3A	hsa-let-7i-5p	7mer-m8	465	471	1.0	0.692581696309	2.66651798055	3.23541081256	3.55762748843	0	-1.09114199669	3.393	-9.25
FNDC3A	hsa-let-7i-5p	6mer	686	691	3.5	0.699415047986	2.8222974315	3.23541081256	3.55762748843	0	-1.09114199669	3.393	-6.72
FNDC3A	hsa-miR-1-3p	8mer-1a	2017	2024	3.5	0.773864501955	2.33963900974	3.35075073118	3.55762748843	0	0.0	3.539	-7.45
FNDC3A	hsa-miR-101-3p.1	6mer	1122	1127	2.0	0.659322907294	2.76465980508	3.23541081256	3.55762748843	0	0.0	3.544	-5.01
FNDC3A	hsa-miR-101-3p.1	7mer-1a	1655	1661	3.0	0.81023101276	2.76462020785	3.35075073118	3.55762748843	0	0.0	3.544	-5.01
FNDC3A	hsa-miR-101-3p.1	7mer-1a	2011	2017	3.0	0.723981073584	2.35332829335	3.35075073118	3.55762748843	0	0.0	3.544	-5.01
FNDC3A	hsa-miR-18a-5p	7mer-1a	2071	2077	2.5	0.80942720284	2.21904561666	3.35075073118	3.55762748843	0	0.0	3.334	-6.08
FNDC3A	hsa-miR-18b-5p	7mer-1a	2071	2077	2.5	0.80942720284	2.21904561666	3.35075073118	3.55762748843	0	0.0	3.334	-6.08
FNDC3A	hsa-miR-206	8mer-1a	2017	2024	2.5	0.773864501955	2.33963900974	3.35075073118	3.55762748843	0	0.0	3.539	-7.45
FNDC3A	hsa-miR-4458	7mer-1a	2002	2008	3.0	0.825602815537	2.37031762022	3.35075073118	3.55762748843	0	-0.614181745447	3.393	-6.72
FNDC3A	hsa-miR-4458	7mer-m8	465	471	1.5	0.692581696309	2.66651798055	3.23541081256	3.55762748843	0	-1.09114199669	3.393	-9.25
FNDC3A	hsa-miR-4458	6mer	686	691	2.0	0.699415047986	2.8222974315	3.23541081256	3.55762748843	0	-1.09114199669	3.393	-6.72
FNDC3A	hsa-miR-4500	7mer-1a	2002	2008	1.5	0.825602815537	2.37031762022	3.35075073118	3.55762748843	0	-0.614181745447	3.393	-6.72
FNDC3A	hsa-miR-4500	7mer-m8	465	471	1.0	0.692581696309	2.66651798055	3.23541081256	3.55762748843	0	-1.09114199669	3.393	-9.25
FNDC3A	hsa-miR-4500	6mer	686	691	2.5	0.699415047986	2.8222974315	3.23541081256	3.55762748843	0	-1.09114199669	3.393	-6.72
FNDC3A	hsa-miR-4735-3p	7mer-1a	2071	2077	2.0	0.80942720284	2.21904561666	3.35075073118	3.55762748843	0	0.0	3.334	-6.08
FNDC3A	hsa-miR-607	6mer	934	939	3.5	0.563378905098	2.81753688566	3.23541081256	3.55762748843	0	-0.476960251245	3.977	-2.26
FNDC3A	hsa-miR-607	7mer-m8	1384	1390	2.0	0.869075985223	2.74754670387	3.28985053343	3.55762748843	0	-0.280176568188	3.977	-3.36
FNDC3A	hsa-miR-607	7mer-1a	1466	1472	1.5	0.649507823977	2.67867646047	3.28985053343	3.55762748843	0	-0.280176568188	3.977	-2.26
FNDC3A	hsa-miR-607	6mer	1493	1498	1.5	0.56412172361	2.65434373489	3.28985053343	3.55762748843	0	-0.280176568188	3.977	-2.26
FNDC3A	hsa-miR-607	6mer	802	807	1.5	0.562867029048	2.84240203242	3.23541081256	3.55762748843	0	-0.476960251245	3.977	-2.26
FNDC3A	hsa-miR-613	8mer-1a	2017	2024	1.0	0.773864501955	2.33963900974	3.35075073118	3.55762748843	0	0.0	3.539	-7.45
FNDC3A	hsa-miR-98-5p	7mer-1a	2002	2008	1.5	0.825602815537	2.37031762022	3.35075073118	3.55762748843	0	-0.614181745447	3.393	-6.72
FNDC3A	hsa-miR-98-5p	7mer-m8	465	471	1.5	0.692581696309	2.66651798055	3.23541081256	3.55762748843	0	-1.09114199669	3.393	-9.25
FNDC3A	hsa-miR-98-5p	6mer	686	691	3.0	0.699415047986	2.8222974315	3.23541081256	3.55762748843	0	-1.09114199669	3.393	-6.72
LIN28B	hsa-let-7a-5p	7mer-m8	2471	2477	1.5	0.765401885102	3.31518161644	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-let-7a-5p	8mer-1a	2653	2660	3.0	0.578738928055	3.27490660448	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-let-7a-5p	8mer-1a	44	51	3.0	0.622629299288	1.63346845558	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-let-7a-5p	7mer-m8	4092	4098	1.0	0.69449868399	2.64859812663	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-let-7a-5p	7mer-1a	4277	4283	1.5	0.751190869386	2.4153808126	3.6573660667	2.88479536395	0	0.0	3.393	-6.72
LIN28B	hsa-let-7b-5p	7mer-m8	2471	2477	1.0	0.765401885102	3.31518161644	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-let-7b-5p	8mer-1a	2653	2660	3.0	0.578738928055	3.27490660448	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-let-7b-5p	8mer-1a	44	51	3.0	0.622629299288	1.63346845558	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-let-7b-5p	7mer-m8	4092	4098	1.0	0.69449868399	2.64859812663	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-let-7b-5p	7mer-1a	4277	4283	1.0	0.751190869386	2.4153808126	3.6573660667	2.88479536395	0	0.0	3.393	-6.72
LIN28B	hsa-let-7c-5p	7mer-m8	2471	2477	1.5	0.765401885102	3.31518161644	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-let-7c-5p	8mer-1a	2653	2660	3.0	0.578738928055	3.27490660448	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-let-7c-5p	8mer-1a	44	51	3.0	0.622629299288	1.63346845558	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-let-7c-5p	7mer-m8	4092	4098	1.0	0.69449868399	2.64859812663	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-let-7c-5p	7mer-1a	4277	4283	1.5	0.751190869386	2.4153808126	3.6573660667	2.88479536395	0	0.0	3.393	-6.72
LIN28B	hsa-let-7d-5p	7mer-m8	2471	2477	2.0	0.765401885102	3.31518161644	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-let-7d-5p	8mer-1a	2653	2660	4.0	0.578738928055	3.27490660448	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-let-7d-5p	8mer-1a	44	51	4.5	0.622629299288	1.63346845558	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-let-7d-5p	7mer-m8	4092	4098	2.0	0.69449868399	2.64859812663	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-let-7d-5p	7mer-1a	4277	4283	1.0	0.751190869386	2.4153808126	3.6573660667	2.88479536395	0	0.0	3.393	-6.72
LIN28B	hsa-let-7e-5p	7mer-m8	2471	2477	1.5	0.765401885102	3.31518161644	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-let-7e-5p	8mer-1a	2653	2660	3.0	0.578738928055	3.27490660448	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-let-7e-5p	8mer-1a	44	51	3.0	0.622629299288	1.63346845558	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-let-7e-5p	7mer-m8	4092	4098	1.0	0.69449868399	2.64859812663	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-let-7e-5p	7mer-1a	4277	4283	1.5	0.751190869386	2.4153808126	3.6573660667	2.88479536395	0	0.0	3.393	-6.72
LIN28B	hsa-let-7f-5p	7mer-m8	2471	2477	1.5	0.765401885102	3.31518161644	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-let-7f-5p	8mer-1a	2653	2660	3.0	0.578738928055	3.27490660448	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-let-7f-5p	8mer-1a	44	51	3.0	0.622629299288	1.63346845558	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-let-7f-5p	7mer-m8	4092	4098	1.0	0.69449868399	2.64859812663	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-let-7f-5p	7mer-1a	4277	4283	1.5	0.751190869386	2.4153808126	3.6573660667	2.88479536395	0	0.0	3.393	-6.72
LIN28B	hsa-let-7g-5p	7mer-m8	2471	2477	2.0	0.765401885102	3.31518161644	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-let-7g-5p	8mer-1a	2653	2660	3.5	0.578738928055	3.27490660448	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-let-7g-5p	8mer-1a	44	51	3.5	0.622629299288	1.63346845558	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-let-7g-5p	7mer-m8	4092	4098	1.0	0.69449868399	2.64859812663	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-let-7g-5p	7mer-1a	4277	4283	2.5	0.751190869386	2.4153808126	3.6573660667	2.88479536395	0	0.0	3.393	-6.72
LIN28B	hsa-let-7i-5p	7mer-m8	2471	2477	1.0	0.765401885102	3.31518161644	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-let-7i-5p	8mer-1a	2653	2660	3.5	0.578738928055	3.27490660448	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-let-7i-5p	8mer-1a	44	51	3.5	0.622629299288	1.63346845558	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-let-7i-5p	7mer-m8	4092	4098	1.0	0.69449868399	2.64859812663	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-let-7i-5p	7mer-1a	4277	4283	1.0	0.751190869386	2.4153808126	3.6573660667	2.88479536395	0	0.0	3.393	-6.72
LIN28B	hsa-miR-101-3p.1	8mer-1a	4004	4011	5.0	0.702047094886	2.72611081691	3.6573660667	2.88479536395	0	0.0	3.544	-7.7
LIN28B	hsa-miR-101-3p.1	7mer-m8	4009	4015	2.0	0.630921008	2.72283461577	3.6573660667	2.88479536395	0	0.0	3.544	-7.7
LIN28B	hsa-miR-101-3p.1	6mer	3033	3038	2.0	0.504831986	3.17760691981	3.6573660667	2.88479536395	0	0.0	3.544	-5.01
LIN28B	hsa-miR-10a-5p	6mer	168	173	3.5	0.587845749014	2.22271647115	3.6573660667	2.88479536395	0	0.0	3.432	-8.41
LIN28B	hsa-miR-10b-5p	6mer	168	173	3.5	0.587845749014	2.22271647115	3.6573660667	2.88479536395	0	0.0	3.432	-8.41
LIN28B	hsa-miR-18a-5p	7mer-1a	2081	2087	2.0	0.691613553993	3.31806333496	3.6573660667	2.88479536395	0	0.0	3.334	-6.08
LIN28B	hsa-miR-18b-5p	7mer-1a	2081	2087	2.0	0.691613553993	3.31806333496	3.6573660667	2.88479536395	0	0.0	3.334	-6.08
LIN28B	hsa-miR-4458	7mer-m8	2471	2477	0.5	0.765401885102	3.31518161644	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-miR-4458	8mer-1a	2653	2660	1.5	0.578738928055	3.27490660448	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-miR-4458	8mer-1a	44	51	2.0	0.622629299288	1.63346845558	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-miR-4458	7mer-m8	4092	4098	1.0	0.69449868399	2.64859812663	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-miR-4458	7mer-1a	4277	4283	2.0	0.751190869386	2.4153808126	3.6573660667	2.88479536395	0	0.0	3.393	-6.72
LIN28B	hsa-miR-4500	7mer-m8	2471	2477	2.0	0.765401885102	3.31518161644	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-miR-4500	8mer-1a	2653	2660	2.5	0.578738928055	3.27490660448	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-miR-4500	8mer-1a	44	51	2.5	0.622629299288	1.63346845558	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-miR-4500	7mer-m8	4092	4098	1.0	0.69449868399	2.64859812663	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-miR-4500	7mer-1a	4277	4283	2.0	0.751190869386	2.4153808126	3.6573660667	2.88479536395	0	0.0	3.393	-6.72
LIN28B	hsa-miR-4735-3p	7mer-1a	2081	2087	2.0	0.691613553993	3.31806333496	3.6573660667	2.88479536395	0	0.0	3.334	-6.08
LIN28B	hsa-miR-603	6mer	255	260	1.5	0.532084940081	2.40483371662	3.6573660667	2.88479536395	0	0.0	3.637	-6.4
LIN28B	hsa-miR-603	7mer-1a	257	263	2.0	0.563343963491	2.40823996531	3.6573660667	2.88479536395	0	0.0	3.637	-6.4
LIN28B	hsa-miR-605-5p	6mer	1880	1885	1.5	0.641220291267	3.2739267801	3.6573660667	2.88479536395	0	0.47712125472	3.507	-4.03
LIN28B	hsa-miR-605-5p	6mer	269	274	2.0	0.751072040203	2.42813479403	3.6573660667	2.88479536395	0	0.47712125472	3.507	-4.03
LIN28B	hsa-miR-605-5p	7mer-m8	95	101	2.0	0.67402953989	1.9731278536	3.6573660667	2.88479536395	0	0.47712125472	3.507	-7.29
LIN28B	hsa-miR-607	7mer-1a	2055	2061	5.0	0.667611704367	3.31260043926	3.6573660667	2.88479536395	0	0.0	3.977	-2.26
LIN28B	hsa-miR-607	8mer-1a	2209	2216	2.0	0.59839654551	3.34399906906	3.6573660667	2.88479536395	0	0.0	3.977	-3.36
LIN28B	hsa-miR-607	6mer	2501	2506	4.5	0.808164275111	3.30904305854	3.6573660667	2.88479536395	0	0.0	3.977	-2.26
LIN28B	hsa-miR-607	6mer	630	635	1.0	0.483863913019	2.79865064545	3.6573660667	2.88479536395	0	0.0	3.977	-2.26
LIN28B	hsa-miR-609	6mer	344	349	3.0	0.650229043832	2.53529412004	3.6573660667	2.88479536395	0	0.0	3.388	-8.57
LIN28B	hsa-miR-98-5p	7mer-m8	2471	2477	1.5	0.765401885102	3.31518161644	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-miR-98-5p	8mer-1a	2653	2660	3.0	0.578738928055	3.27490660448	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-miR-98-5p	8mer-1a	44	51	3.0	0.622629299288	1.63346845558	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-miR-98-5p	7mer-m8	4092	4098	1.0	0.69449868399	2.64859812663	3.6573660667	2.88479536395	0	0.0	3.393	-9.25
LIN28B	hsa-miR-98-5p	7mer-1a	4277	4283	1.5	0.751190869386	2.4153808126	3.6573660667	2.88479536395	0	0.0	3.393	-6.72
LPHN1	hsa-let-7a-5p	6mer	1238	1243	1.0	0.39285525461	2.76374742607	3.32155370455	3.6471872979	0	0.0	3.393	-6.72
LPHN1	hsa-let-7b-5p	6mer	1238	1243	1.0	0.39285525461	2.76374742607	3.32155370455	3.6471872979	0	0.0	3.393	-6.72
LPHN1	hsa-let-7c-5p	6mer	1238	1243	1.0	0.39285525461	2.76374742607	3.32155370455	3.6471872979	0	0.0	3.393	-6.72
LPHN1	hsa-let-7d-5p	6mer	1238	1243	1.5	0.39285525461	2.76374742607	3.32155370455	3.6471872979	0	0.0	3.393	-6.72
LPHN1	hsa-let-7e-5p	6mer	1238	1243	1.0	0.39285525461	2.76374742607	3.32155370455	3.6471872979	0	0.0	3.393	-6.72
LPHN1	hsa-let-7f-5p	6mer	1238	1243	1.0	0.39285525461	2.76374742607	3.32155370455	3.6471872979	0	0.0	3.393	-6.72
LPHN1	hsa-let-7g-5p	6mer	1238	1243	1.0	0.39285525461	2.76374742607	3.32155370455	3.6471872979	0	0.0	3.393	-6.72
LPHN1	hsa-let-7i-5p	6mer	1238	1243	0.0	0.39285525461	2.76374742607	3.32155370455	3.6471872979	0	0.0	3.393	-6.72
LPHN1	hsa-miR-10a-5p	6mer	178	183	2.0	0.426194030317	2.24797326636	3.21940323834	3.6471872979	0	0.0	3.432	-8.41
LPHN1	hsa-miR-10a-5p	7mer-m8	190	196	2.5	0.445356937611	2.27646180417	3.21940323834	3.6471872979	0	0.0	3.432	-10.2
LPHN1	hsa-miR-10b-5p	6mer	178	183	2.5	0.426194030317	2.24797326636	3.21940323834	3.6471872979	0	0.0	3.432	-8.41
LPHN1	hsa-miR-10b-5p	7mer-m8	190	196	3.0	0.445356937611	2.27646180417	3.21940323834	3.6471872979	0	0.0	3.432	-10.2
LPHN1	hsa-miR-18a-5p	6mer	1548	1553	1.5	0.390639562651	3.1894903137	3.49575727171	3.6471872979	0	0.301029995664	3.334	-6.08
LPHN1	hsa-miR-18a-5p	6mer	1564	1569	2.5	0.286839091057	3.19347729433	3.49575727171	3.6471872979	0	0.301029995664	3.334	-6.08
LPHN1	hsa-miR-18b-5p	6mer	1548	1553	1.5	0.390639562651	3.1894903137	3.49575727171	3.6471872979	0	0.301029995664	3.334	-6.08
LPHN1	hsa-miR-18b-5p	6mer	1564	1569	2.5	0.286839091057	3.19347729433	3.49575727171	3.6471872979	0	0.301029995664	3.334	-6.08
